,Unnamed: 0,seq,secs,nsecs,p_x,p_y,p_z,o_x,o_y,o_z
315669,315669,0,1686580958,187566996,33.75413131713867,15.124837875366213,0.7878888845443726,-0.0372078384822558,-0.0633107785514109,-0.1751114148995597
315670,315670,0,1686580958,792725086,34.4438362121582,15.022713661193848,0.8096099495887756,-0.0474699184485174,-0.0258207697979131,-0.0661499438658634
315671,315671,0,1686580959,801354885,35.476806640625,14.9386568069458,0.8388432860374451,-0.014780692925499,0.0005033987109246,-0.0862432977414506
315672,315672,0,1686580960,406517029,35.98527145385742,14.887701988220217,0.8539490103721619,-0.0326593223193547,-0.0492946817180378,-0.2405668367862965
315673,315673,0,1686580961,616929054,37.14384078979492,14.358412742614746,0.9057608246803284,-0.0273874352698366,-0.0265803847219023,-0.3516937516395282
315674,315674,0,1686580962,423749924,37.71059799194336,13.87034034729004,0.9417454600334167,-0.0084585983241213,-0.0387811053869266,-0.5080267519872816
315675,315675,0,1686580962,827137947,37.86260223388672,13.564291954040527,0.9598327875137328,-0.020485807013915,-0.0184991118167138,-0.6119904473242861
315676,315676,0,1686580963,432315111,37.98967742919922,13.024069786071776,0.9881567358970642,0.0294867717884265,-0.0100112724033621,-0.7003403511408528
315677,315677,0,1686580963,835751057,37.91527557373047,12.682500839233398,0.9952533841133118,0.0457912559733812,-0.0080223693006826,-0.7799129591216794
315678,315678,0,1686580964,642724037,37.69987487792969,11.99606704711914,1.0304094552993774,0.0142461505814027,-0.0531265731074971,-0.8419404472686391
315679,315679,0,1686580965,852965117,37.37198257446289,10.898509979248049,1.075115442276001,0.0336878704430337,-0.0222685095066761,-0.843825690871411
315680,315680,0,1686580966,861591101,36.9493408203125,9.989802360534668,1.1091822385787964,0.038457212546767,-0.0079997196400802,-0.8597909089972792
315681,315681,0,1686580967,870182991,36.54635238647461,8.991534233093262,1.148483157157898,0.0153845137932958,-0.0064949497046579,-0.858793839022248
315682,315682,0,1686580968,878794909,36.20368576049805,7.943842887878418,1.192082405090332,-0.0105468956024656,0.0452632136964275,-0.8429565825576718
